size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
1350,Apartment,3,other,14000,10.37037037037037,61900.17677136596
1550,Apartment,3,other,15000,9.67741935483871,61900.17677136596
600,Independent Floor,3,other,15000,25.0,61900.17677136596
1400,Apartment,3,other,14000,10.0,61900.17677136596
1400,Apartment,3,other,18000,12.857142857142858,61900.17677136596
1851,Apartment,3,other,19500,10.53484602917342,61900.17677136596
1700,Apartment,3,other,21000,12.352941176470589,61900.17677136596
400,Independent Floor,2,other,16000,40.0,61900.17677136596
1550,Apartment,3,other,32000,20.64516129032258,61900.17677136596
1700,Independent Floor,3,other,58000,34.11764705882353,61900.17677136596
900,Independent Floor,3,other,30000,33.333333333333336,61900.17677136596
750,Independent Floor,2,other,26000,34.666666666666664,61900.17677136596
900,Independent House,2,Poorvi Pitampura,55000,61.111111111111114,40421.875
1350,Independent House,2,Poorvi Pitampura,70000,51.851851851851855,40421.875
1350,Independent House,2,Poorvi Pitampura,90000,66.66666666666667,40421.875
900,Independent House,2,Poorvi Pitampura,60000,66.66666666666667,40421.875
1500,Apartment,3,other,25000,16.666666666666668,61900.17677136596
1750,Apartment,3,other,27000,15.428571428571429,61900.17677136596
1700,Apartment,3,other,350000,205.88235294117646,61900.17677136596
1600,Apartment,3,other,28000,17.5,61900.17677136596
900,Apartment,2,other,20000,22.22222222222222,61900.17677136596
1100,Apartment,2,other,7500,6.818181818181818,61900.17677136596
1150,Apartment,3,West End,25000,21.73913043478261,81481.48148148147
1050,Apartment,2,other,26000,24.761904761904763,61900.17677136596
900,Apartment,2,West End,16000,17.77777777777778,81481.48148148147
950,Apartment,2,West End,16000,16.842105263157894,81481.48148148147
1100,Apartment,3,West End,30000,27.272727272727273,81481.48148148147
800,Apartment,2,West End,22000,27.5,81481.48148148147
850,Apartment,2,West End,16000,18.823529411764707,81481.48148148147
1000,Apartment,2,West End,30000,30.0,81481.48148148147
1150,Apartment,3,West End,33000,28.695652173913043,81481.48148148147
901,Independent Floor,3,laxmi nagar,18000,19.97780244173141,14418.079096045198
600,Independent Floor,2,laxmi nagar,11000,18.333333333333332,14418.079096045198
600,Independent Floor,2,laxmi nagar,12000,20.0,14418.079096045198
900,Independent Floor,2,laxmi nagar,16000,17.77777777777778,14418.079096045198
900,Apartment,3,laxmi nagar,14000,15.555555555555555,14418.079096045198
600,Apartment,2,laxmi nagar,12000,20.0,14418.079096045198
2095,Apartment,3,other,21000,10.023866348448687,61900.17677136596
1250,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,15000,12.0,14000.0
990,Independent Floor,3,laxmi nagar,16500,16.666666666666668,14418.079096045198
1200,Apartment,2,Mayur Vihar Phase 2,18500,15.416666666666666,20636.363636363636
2000,Apartment,3,other,26000,13.0,61900.17677136596
900,Independent Floor,2,Prashant Vihar Sector 14,24500,27.22222222222222,31888.88888888889
850,Apartment,2,other,23000,27.058823529411764,61900.17677136596
900,Independent Floor,3,other,30000,33.333333333333336,61900.17677136596
750,Independent Floor,2,other,28000,37.333333333333336,61900.17677136596
651,Independent Floor,2,laxmi nagar,17000,26.113671274961597,14418.079096045198
2500,Independent Floor,4,other,60000,24.0,61900.17677136596
1200,Independent Floor,3,other,26000,21.666666666666668,61900.17677136596
2200,Apartment,3,other,25000,11.363636363636363,61900.17677136596
2925,Independent Floor,3,South Extension,125000,42.73504273504273,131153.84615384616
900,Independent Floor,2,other,25000,27.77777777777778,61900.17677136596
1500,Independent House,5,other,500000,333.3333333333333,61900.17677136596
651,Independent Floor,2,other,15000,23.04147465437788,61900.17677136596
651,Independent Floor,2,other,16000,24.577572964669738,61900.17677136596
900,Independent Floor,3,laxmi nagar,17000,18.88888888888889,14418.079096045198
630,Apartment,2,other,16000,25.396825396825395,61900.17677136596
900,Apartment,3,other,40000,44.44444444444444,61900.17677136596
1000,Independent Floor,3,laxmi nagar,20000,20.0,14418.079096045198
1000,Independent Floor,3,laxmi nagar,16000,16.0,14418.079096045198
550,Apartment,2,laxmi nagar,11000,20.0,14418.079096045198
1000,Apartment,3,laxmi nagar,16000,16.0,14418.079096045198
650,Apartment,2,laxmi nagar,12000,18.46153846153846,14418.079096045198
1000,Apartment,3,laxmi nagar,20000,20.0,14418.079096045198
2500,Independent Floor,2,Bank Enclave,26000,10.4,60766.666666666664
1800,Independent Floor,2,South Extension,25000,13.88888888888889,131153.84615384616
651,Independent Floor,2,other,16000,24.577572964669738,61900.17677136596
900,Independent Floor,3,other,16000,17.77777777777778,61900.17677136596
750,Independent Floor,2,other,22000,29.333333333333332,61900.17677136596
1500,Independent House,3,other,15000,10.0,61900.17677136596
560,Independent Floor,2,Sector 6 Rohini,17000,30.357142857142858,17384.375
651,Independent Floor,2,other,15000,23.04147465437788,61900.17677136596
900,Apartment,2,West End,18000,20.0,81481.48148148147
1200,Apartment,3,West End,26000,21.666666666666668,81481.48148148147
900,Apartment,2,West End,23000,25.555555555555557,81481.48148148147
1150,Apartment,3,West End,30000,26.08695652173913,81481.48148148147
950,Apartment,2,West End,18000,18.94736842105263,81481.48148148147
1200,Apartment,3,West End,22000,18.333333333333332,81481.48148148147
550,Apartment,2,other,12500,22.727272727272727,61900.17677136596
900,Apartment,2,other,26000,28.88888888888889,61900.17677136596
1100,Apartment,2,other,20000,18.181818181818183,61900.17677136596
600,Independent Floor,2,laxmi nagar,10000,16.666666666666668,14418.079096045198
650,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,9000,13.846153846153847,14000.0
1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,14000,11.666666666666666,14000.0
1050,Apartment,2,laxmi nagar,18000,17.142857142857142,14418.079096045198
700,Independent Floor,2,laxmi nagar,11000,15.714285714285714,14418.079096045198
778,Apartment,2,other,15000,19.28020565552699,61900.17677136596
651,Independent Floor,2,laxmi nagar,13500,20.737327188940093,14418.079096045198
2000,Apartment,3,other,35000,17.5,61900.17677136596
950,Independent Floor,3,laxmi nagar,20000,21.05263157894737,14418.079096045198
1100,Apartment,2,Mayur Vihar Phase 2,18500,16.818181818181817,20636.363636363636
600,Independent Floor,2,Sector 6 Rohini,16000,26.666666666666668,17384.375
720,Independent Floor,2,Sector 6 Rohini,18000,25.0,17384.375
540,Independent Floor,2,Sector-7 Rohini,18000,33.333333333333336,20847.82608695652
670,Independent Floor,2,other,16000,23.880597014925375,61900.17677136596
1200,Independent Floor,3,Jamia Nagar,18500,15.416666666666666,19750.0
2100,Independent Floor,3,other,74000,35.23809523809524,61900.17677136596
2300,Independent Floor,4,other,15000,6.521739130434782,61900.17677136596
1400,Independent Floor,2,other,30000,21.428571428571427,61900.17677136596
580,Independent Floor,2,other,10000,17.24137931034483,61900.17677136596
900,Apartment,2,other,19000,21.11111111111111,61900.17677136596
680,Independent Floor,2,other,10500,15.441176470588236,61900.17677136596
650,Independent Floor,2,other,9500,14.615384615384615,61900.17677136596
625,Independent Floor,2,Sector 6 Rohini,16000,25.6,17384.375
920,Independent Floor,3,other,15500,16.847826086956523,61900.17677136596
900,Independent Floor,3,laxmi nagar,13000,14.444444444444445,14418.079096045198
2000,Apartment,3,other,125000,62.5,61900.17677136596
1076,Independent Floor,3,other,16000,14.869888475836431,61900.17677136596
1100,Independent Floor,3,other,19000,17.272727272727273,61900.17677136596
540,Independent Floor,2,Mansa Ram Park,10000,18.51851851851852,11262.631578947368
950,Independent Floor,2,other,22000,23.157894736842106,61900.17677136596
1500,Apartment,2,other,23000,15.333333333333334,61900.17677136596
450,Independent Floor,2,Sector 6 Rohini,20000,44.44444444444444,17384.375
603,Independent Floor,2,other,27000,44.776119402985074,61900.17677136596
720,Independent House,2,other,22000,30.555555555555557,61900.17677136596
730,Independent Floor,2,laxmi nagar,15000,20.54794520547945,14418.079096045198
1900,Apartment,3,Sector-8 Dwarka,32000,16.842105263157894,23692.30769230769
900,Independent Floor,3,other,18000,20.0,61900.17677136596
1000,Apartment,2,Mayur Vihar Phase 2,20000,20.0,20636.363636363636
1100,Apartment,2,South Extension,40000,36.36363636363637,131153.84615384616
800,Apartment,2,South Extension,23000,28.75,131153.84615384616
1800,Apartment,2,South Extension,32000,17.77777777777778,131153.84615384616
650,Independent Floor,2,laxmi nagar,13500,20.76923076923077,14418.079096045198
750,Independent Floor,2,laxmi nagar,14000,18.666666666666668,14418.079096045198
630,Independent Floor,2,other,7000,11.11111111111111,61900.17677136596
1200,Apartment,3,Rohini Sector 9,33000,27.5,32875.0
540,Independent Floor,2,Sector-7 Rohini,17000,31.48148148148148,20847.82608695652
500,Independent Floor,2,laxmi nagar,11000,22.0,14418.079096045198
550,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,7000,12.727272727272727,14000.0
700,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,8000,11.428571428571429,14000.0
950,Independent Floor,2,other,33000,34.73684210526316,61900.17677136596
1750,Apartment,2,other,34000,19.428571428571427,61900.17677136596
1400,Apartment,2,other,19500,13.928571428571429,61900.17677136596
1350,Apartment,3,Rohini Sector 9,35000,25.925925925925927,32875.0
650,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,9500,14.615384615384615,14000.0
950,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,15000,15.789473684210526,14000.0
1100,Apartment,2,Khirki Extension,14000,12.727272727272727,23170.721649484534
900,Independent Floor,3,Govindpuri,14000,15.555555555555555,13677.011494252874
400,Independent Floor,2,Poorvi Pitampura,12500,31.25,40421.875
750,Independent Floor,2,other,7500,10.0,61900.17677136596
1300,Apartment,3,other,15000,11.538461538461538,61900.17677136596
650,Independent House,2,other,8500,13.076923076923077,61900.17677136596
600,Independent Floor,2,Govindpuri,16000,26.666666666666668,13677.011494252874
900,Apartment,2,West End,56000,62.22222222222222,81481.48148148147
1150,Apartment,3,West End,14000,12.173913043478262,81481.48148148147
1100,Apartment,3,West End,21000,19.09090909090909,81481.48148148147
1100,Apartment,3,West End,23000,20.90909090909091,81481.48148148147
1150,Apartment,2,Rohini Sector 9,63000,54.78260869565217,32875.0
950,Apartment,2,West End,14000,14.736842105263158,81481.48148148147
900,Apartment,2,West End,26000,28.88888888888889,81481.48148148147
1200,Apartment,3,West End,52000,43.333333333333336,81481.48148148147
950,Apartment,2,West End,19000,20.0,81481.48148148147
750,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,12000,16.0,14000.0
600,Independent Floor,2,Bharat Vihar,8000,13.333333333333334,14000.0
891,Independent Floor,3,other,18000,20.2020202020202,61900.17677136596
651,Independent Floor,2,other,15000,23.04147465437788,61900.17677136596
1000,Independent Floor,2,other,18000,18.0,61900.17677136596
1450,Independent House,2,other,20000,13.793103448275861,61900.17677136596
1000,Independent House,2,other,25000,25.0,61900.17677136596
1000,Independent Floor,4,other,35000,35.0,61900.17677136596
1557,Independent House,2,other,24000,15.414258188824663,61900.17677136596
1100,Independent House,2,other,20000,18.181818181818183,61900.17677136596
950,Independent Floor,3,other,14000,14.736842105263158,61900.17677136596
700,Independent Floor,2,other,21000,30.0,61900.17677136596
2475,Apartment,3,other,40000,16.161616161616163,61900.17677136596
700,Independent Floor,2,other,9500,13.571428571428571,61900.17677136596
1500,Apartment,2,other,15000,10.0,61900.17677136596
500,Independent House,2,other,6000,12.0,61900.17677136596
450,Independent Floor,2,other,9000,20.0,61900.17677136596
2000,Independent House,4,other,11000,5.5,61900.17677136596
1110,Independent Floor,3,laxmi nagar,13000,11.711711711711711,14418.079096045198
990,Apartment,3,other,280000,282.82828282828285,61900.17677136596
1800,Apartment,3,other,32000,17.77777777777778,61900.17677136596
1800,Apartment,3,other,50000,27.77777777777778,61900.17677136596
1800,Apartment,3,other,450000,250.0,61900.17677136596
1125,Apartment,3,other,300000,266.6666666666667,61900.17677136596
4500,Apartment,4,other,900000,200.0,61900.17677136596
800,Independent Floor,2,other,21000,26.25,61900.17677136596
970,Apartment,2,other,30000,30.927835051546392,61900.17677136596
3165,Apartment,4,other,65000,20.537124802527646,61900.17677136596
2000,Villa,3,Sector 15A,50000,25.0,56333.333333333336
3200,Villa,4,Sector 15A,75000,23.4375,56333.333333333336
451,Independent Floor,2,other,7500,16.62971175166297,61900.17677136596
1000,Independent House,3,other,9000,9.0,61900.17677136596
490,Independent Floor,2,Govindpuri,12000,24.489795918367346,13677.011494252874
810,Apartment,2,other,45000,55.55555555555556,61900.17677136596
2130,Apartment,3,other,34000,15.96244131455399,61900.17677136596
900,Independent Floor,2,other,18000,20.0,61900.17677136596
1870,Apartment,3,other,40000,21.390374331550802,61900.17677136596
1101,Apartment,3,other,23000,20.89009990917348,61900.17677136596
400,Apartment,2,other,20000,50.0,61900.17677136596
1100,Apartment,2,other,21000,19.09090909090909,61900.17677136596
3625,Apartment,5,other,80000,22.06896551724138,61900.17677136596
600,Independent Floor,2,laxmi nagar,16000,26.666666666666668,14418.079096045198
1600,Independent Floor,3,other,36000,22.5,61900.17677136596
1800,Independent Floor,3,other,35000,19.444444444444443,61900.17677136596
900,Independent Floor,2,other,15000,16.666666666666668,61900.17677136596
1100,Independent Floor,2,other,22500,20.454545454545453,61900.17677136596
1800,Independent Floor,3,other,35000,19.444444444444443,61900.17677136596
2250,Independent Floor,4,other,60000,26.666666666666668,61900.17677136596
1350,Independent Floor,2,other,28000,20.74074074074074,61900.17677136596
1100,Independent Floor,3,other,25000,22.727272727272727,61900.17677136596
800,Independent Floor,2,other,14000,17.5,61900.17677136596
3200,Independent Floor,4,other,65000,20.3125,61900.17677136596
1000,Independent Floor,4,other,80000,80.0,61900.17677136596
700,Independent Floor,2,other,20000,28.571428571428573,61900.17677136596
600,Independent Floor,3,other,40000,66.66666666666667,61900.17677136596
1500,Independent Floor,3,other,30000,20.0,61900.17677136596
1000,Independent Floor,2,other,20000,20.0,61900.17677136596
3000,Apartment,3,Sector 15A,60000,20.0,56333.333333333336
1800,Independent Floor,4,other,125000,69.44444444444444,61900.17677136596
476,Independent Floor,2,other,12000,25.210084033613445,61900.17677136596
1200,Independent Floor,3,other,25000,20.833333333333332,61900.17677136596
800,Apartment,3,other,12000,15.0,61900.17677136596
1250,Apartment,2,Sector-18 Dwarka,25000,20.0,30275.51020408163
1150,Apartment,2,vikaspuri,28000,24.347826086956523,24216.98113207547
2200,Apartment,3,other,25000,11.363636363636363,61900.17677136596
1600,Apartment,3,other,20000,12.5,61900.17677136596
2000,Apartment,3,other,17500,8.75,61900.17677136596
2000,Apartment,3,other,16000,8.0,61900.17677136596
1751,Apartment,3,other,14000,7.99543118218161,61900.17677136596
2000,Apartment,3,other,16000,8.0,61900.17677136596
2200,Apartment,3,other,16000,7.2727272727272725,61900.17677136596
2038,Apartment,2,other,57000,27.968596663395484,61900.17677136596
600,Independent Floor,3,other,37000,61.666666666666664,61900.17677136596
2000,Apartment,3,Sector 15A,55000,27.5,56333.333333333336
1080,Apartment,2,other,9500,8.796296296296296,61900.17677136596
1080,Apartment,2,other,9500,8.796296296296296,61900.17677136596
1250,Apartment,2,other,21000,16.8,61900.17677136596
1000,Apartment,2,other,22000,22.0,61900.17677136596
1650,Apartment,3,Sector-18 Dwarka,26000,15.757575757575758,30275.51020408163
